subject_id,G_resp_400_4,entropy_diff_norm_q_avg_400_4,asynchrony_norm_abs_avg_400_4,iti_ioi_cov_diff_avg_400_4,simple_ratio_introduced_400_4,tempo_deviation_abs_avg_400_4,G_resp_400_5,entropy_diff_norm_q_avg_400_5,asynchrony_norm_abs_avg_400_5,iti_ioi_cov_diff_avg_400_5,simple_ratio_introduced_400_5,tempo_deviation_abs_avg_400_5,G_resp_600_4,entropy_diff_norm_q_avg_600_4,asynchrony_norm_abs_avg_600_4,iti_ioi_cov_diff_avg_600_4,simple_ratio_introduced_600_4,tempo_deviation_abs_avg_600_4,G_resp_600_5,entropy_diff_norm_q_avg_600_5,asynchrony_norm_abs_avg_600_5,iti_ioi_cov_diff_avg_600_5,simple_ratio_introduced_600_5,tempo_deviation_abs_avg_600_5,G_resp_collapsed,entropy_diff_norm_q_avg_collapsed,asynchrony_norm_abs_avg_collapsed,iti_ioi_cov_diff_avg_collapsed,simple_ratio_introduced_avg_collapsed,tempo_deviation_abs_avg_collapsed,isochrony_introduced_400_4,isochrony_introduced_400_5,isochrony_introduced_600_4,isochrony_introduced_600_5,binary_or_ternary_introduced_400_4,binary_or_ternary_introduced_400_5,binary_or_ternary_introduced_600_4,binary_or_ternary_introduced_600_5
20,0.004762696,-0.070941382,0.023462763,-0.006973241,-0.154829545,0.0543689,0.000764126,-0.08166508,0.021155431,-0.005788745,0.2005813953488365,0.046599706,0.084820451,-0.118421241,0.024505409,-0.024837006,1.2616279069767444,0.066215724,0.057809918,-0.178383291,0.023859278,-0.033146636,2.9282945736434103,0.062123344,0.037039298,-0.112352748,0.02324572,-0.017686407,0.174418605,0.057326919,0.6136363636363633,0.2790697674418601,2.0930232558139537,2.651162790697674,-0.768465909,-0.078488372,-0.831395349,0.2771317829457365
21,0.024429089,-0.112950302,0.027699467,-0.001309927,2.1022727272727275,0.063971516,0.016787523,-0.079847705,0.029297576,-0.001743267,0.4353070175438591,0.064202946,0.074640062,-0.206562673,0.036241673,-0.027652917,0.6458333333333321,0.072017074,0.082811075,-0.050186607,0.035250066,0.017244808,0.8063063063063072,0.095252291,0.049666937,-0.112386822,0.032122195,-0.003365326,0.156305998,0.073860957,0,0.947368421,1.0714285714285705,0.1621621621621631,2.1022727272727275,-0.512061404,-0.425595238,0.644144144
22,0.032242466,0,0.059137091,0.079463039,-0.55,0.130174033,0.008082356,0.014384104,0.060679718,0.051944729,2.958333333333334,0.096578658,0.101298974,-0.026405607,0.070931523,0.06491905,4.071428571428571,0.124923314,0.11860247,0.004046693,0.055915159,0.071889804,1.2071078431372555,0.134173892,0.065056567,-0.001993703,0.061665873,0.067054156,0.174439776,0.121462475,-0.9,-0.6,1.0285714285714285,-0.705882353,0.3499999999999996,3.558333333333334,3.0428571428571423,1.9129901960784312
23,0.077368711,-0.041075388,0.037583673,-0.021040025,0.7736111111111115,0.099763107,0.06330143,-0.095573333,0.041422043,-0.026993668,0.4113247863247864,0.084771607,0.072899393,0.148878989,0.039576568,-0.001164034,-2.2515625,0.105508175,0.063122474,-0.005856239,0.045489469,0.039980222,-2.436403509,0.139315053,0.069173002,0.001593507,0.041017938,-0.002304376,-0.103401934,0.107339486,0.7999999999999998,0.9230769230769234,-2.475,-2.368421053,-0.026388889,-0.511752137,0.2234374999999997,-0.067982456
24,0.065856275,0.031825708,0.064924526,0.081226699,-2.6796875,0.171762801,0.031782905,0.007694826,0.065296914,0.07735094,-0.552696078,0.135311594,0.024251208,0.15171064,0.091809502,0.148335624,-1.0921875,0.244415227,0.003215556,-0.034657359,0.062668486,0.075781513,1.704166666666667,0.170733949,0.031276486,0.039143454,0.071174857,0.095673694,-0.176470588,0.180555893,-4.05,-1.764705882,-4.95,-0.9,1.3703124999999998,1.2120098039215683,3.8578125,2.6041666666666665
25,0.000891155,-0.155391596,0.033760801,-0.023626012,2.787499999999999,0.075007714,0.003989069,-0.167218972,0.036480751,-0.023317127,2.7351190476190466,0.067669464,0.023355704,-0.191455133,0.033792561,-0.003750104,2.25,0.149331744,0.05314809,-0.155827828,0.03699337,-0.010017638,1.374113475177304,0.155070844,0.020346004,-0.167473383,0.035256871,-0.01517772,0.312516886,0.111769941,0.9999999999999992,1.2857142857142847,2.25,1.0212765957446797,1.7875,1.4494047619047616,0,0.3528368794326245
26,0.042013317,-0.051344236,0.031702358,0.019057297,-2.255555556,0.135117664,0.009058096,-0.026861034,0.030191857,0.010823018,0.1047297297297297,0.132437765,0.065577719,-0.140993744,0.037478406,-0.025458561,1.1006097560975594,0.083724197,0.025241074,-0.002359709,0.026859609,-0.001945169,1.665509259259259,0.096001515,0.035472552,-0.055389681,0.031558057,0.000619146,0.07020252,0.111820285,-0.2,0,1.5365853658536572,1.5,-2.055555556,0.1047297297297297,-0.43597561,0.165509259
27,0.03970865,-0.080703556,0.048363751,-0.026113935,2.3037790697674403,0.117740507,0.01638535,-0.111479315,0.049758598,-0.010332871,1.4692460317460312,0.116931268,0.078612348,-0.238054481,0.044616392,-0.014081413,3.969476744186045,0.115128212,0.144154461,-0.112995483,0.047742149,0.010762172,1.1114341085271309,0.124567191,0.069715202,-0.135808209,0.047620223,-0.009941512,0.310215947,0.118591794,2.5116279069767424,1.1428571428571423,2.930232558139533,0.4186046511627896,-0.207848837,0.3263888888888888,1.0392441860465118,0.6928294573643412
28,0.009054923,-0.131922295,0.031962462,-0.019856336,1.2961956521739122,0.072718476,0.001146966,-0.182082881,0.031029726,-0.026777365,1.7972222222222225,0.076195312,0.008414158,-0.195528647,0.036385573,-0.024872433,-0.757978723,0.082869083,0.085700427,-0.220591058,0.033551547,-0.009586898,2.490740740740741,0.092601811,0.026079118,-0.18253122,0.033232327,-0.020273258,0.233192003,0.081096171,0.5869565217391299,1.0666666666666664,0.3829787234042552,0.5333333333333332,0.7092391304347823,0.7305555555555561,-1.140957447,1.957407407407408
29,0.004762696,-0.152384994,0.020044114,-0.007639572,4.467329545454545,0.051824123,0.001810675,-0.106534465,0.017498468,-0.019413601,2.377604166666667,0.051453902,0.056791472,-0.178194422,0.020365708,-0.003517012,2.0598958333333317,0.045895231,0.035991543,-0.120019562,0.020046775,-0.004525475,2.741319444444443,0.042519011,0.024839096,-0.139283361,0.019488766,-0.008773915,0.357481061,0.047923067,2.249999999999999,0.375,1.6874999999999982,1.4999999999999982,2.217329545454546,2.002604166666667,0.3723958333333332,1.2413194444444444
31,0.014900513,-0.167623494,0.028097862,-0.021874173,2.517187499999999,0.087756758,0.007027539,-0.104459835,0.022377898,0.006010116,3.0160256410256405,0.089972328,0.059581205,-0.004056187,0.029536489,-0.001566043,-1.880813953,0.068351798,0.043829141,-0.146714154,0.03237908,-0.038416325,1.396367521367521,0.058369366,0.031334599,-0.105713417,0.028097832,-0.013961606,0.176520572,0.076112562,1.5749999999999993,0.9230769230769224,-1.465116279,3.0769230769230766,0.9421874999999996,2.092948717948718,-0.415697674,-1.680555556
32,0.008030302,-0.121693479,0.033935114,0.019056867,4.557180851063829,0.100201389,0.014114513,-0.103439073,0.032517122,0.02074679,1.714962121212121,0.145657936,0.02900396,-0.10803942,0.042368529,0.019005191,3.419836956521739,0.065823245,0.068781904,-0.020608603,0.033788657,0.030909247,0.6141304347826086,0.061428329,0.02998267,-0.088445143,0.035652356,0.022429524,0.300305904,0.093277725,1.3404255319148923,0.2727272727272725,0.9782608695652169,-0.782608696,3.2167553191489366,1.4422348484848488,2.441576086956522,1.3967391304347825
33,0.022856087,-0.183891684,0.030991554,-0.018345313,3.231534090909092,0.05343042,0.031721621,-0.217789622,0.029717882,-0.036145532,1.5317028985507248,0.0637425,0.016972108,-0.027674529,0.030320012,0.012184516,0.5733695652173911,0.085155397,0.00686437,0.022602625,0.026748606,0.032365828,-1.076086957,0.090626036,0.019603547,-0.101688303,0.029444514,-0.002485125,0.173171937,0.073238588,1.2272727272727275,1.695652173913043,-1.369565217,-1.695652174,2.004261363636364,-0.163949275,1.942934782608696,0.6195652173913044
34,0.024621635,-0.043038479,0.03042882,0.064034823,1.7087765957446803,0.153953916,0.009121946,-0.019329372,0.032595903,0.069657609,2.838888888888889,0.172592781,0.041010286,-0.041075388,0.03187028,0.036412515,2.177777777777778,0.086834898,0.009158992,0.066365156,0.03213696,0.042496739,-0.166666667,0.094701677,0.020978215,-0.009269521,0.031757991,0.053150421,0.187234043,0.127020818,-0.382978723,-0.8,-1,-1.787234043,2.091755319148936,3.638888888888889,3.177777777777778,1.6205673758865249
35,0.015084967,-0.267385737,0.064422181,0.045672567,7.200520833333332,0.137380107,0.144303448,-0.241950063,0.082991598,0.051371546,3.646990740740741,0.149441458,0.3516069,-0.409158256,0.055848008,-0.02228064,4.263888888888886,0.208975692,0.140875507,-0.335672587,0.056583362,-0.011729792,5.812499999999998,0.191730542,0.162967706,-0.313541661,0.064961287,0.01575842,0.517361111,0.17188195,3.749999999999999,-1.5,4.666666666666663,4.833333333333331,3.450520833333333,5.1469907407407405,-0.402777778,0.9791666666666669
36,0.012861349,-0.103537777,0.027454254,0.023108809,1.1940104166666663,0.092946745,0.003139017,-0.051889742,0.022721846,0.012185751,2.410326086956521,0.12234447,0.064629442,-0.025247465,0.031350898,0.016396802,-2.444010417,0.061074481,0.017562038,-0.021660849,0.024646713,0.016560141,-1.131944444,0.076915281,0.024547962,-0.050583958,0.026543428,0.017062876,0.019474638,0.088320244,-0.5625,0.7826086956521738,-3.375,-2.125,1.7565104166666663,1.6277173913043477,0.9309895833333336,0.9930555555555558
37,0.03287435,-0.043944492,0.052725672,0.019220367,3.67,0.108522383,0.011879708,-0.039233823,0.05277234,0.01018261,0.2877604166666669,0.118658806,0.113342096,-0.14774015,0.055109693,0.020247819,3.486111111,0.127815224,0.024539632,-0.126661977,0.04929346,0.011477462,0.8811728395061738,0.114032283,0.045658947,-0.08939511,0.052475291,0.015282065,0.244259259,0.117257174,2.52,-0.5625,1.4999999999999982,-0.222222222,1.15,0.850260417,1.9861111111111116,1.1033950617283952
38,0.049500702,-0.055220148,0.03737508,0.06810913,3.902777777777777,0.198280023,0.006997305,-0.058426939,0.04280691,0.066944456,2.171195652173913,0.195471026,0.050463956,-0.023882876,0.038488016,0.02323409,0.7758152173913051,0.092279205,0.017977438,-0.001994023,0.035708932,0.05195872,1.855072463768117,0.083004126,0.03123485,-0.034880996,0.038594735,0.052561599,0.196980676,0.142258595,0.9999999999999992,-1.304347826,-0.195652174,-0.52173913,2.902777777777778,3.4755434782608696,0.971467391,2.376811594
39,0.010323952,0.02891085,0.044733432,0.01875485,-1.087171053,0.080275968,0.000165624,-0.076836054,0.039137289,0.035468421,1.2623106060606069,0.133853715,0.014656474,0.160576209,0.050587183,0.0511282,-2.75,0.1164035,0.030804683,-0.077380342,0.040360302,0.037857099,-1.748015873,0.104590081,0.013987683,0.008817666,0.043704552,0.035802142,-0.133733956,0.108780816,-1.894736842,-0.545454545,-2.75,-2.142857143,0.8075657894736843,1.807765151515152,0,0.39484127
40,0.052962752,-0.1050223,0.088910613,0.03778276,0.7272727272727273,0.201830784,0.079695053,-0.089146366,0.086178158,0.034242291,2.3837719298245608,0.145443429,0.033724106,-0.016922475,0.094950522,0.116035018,0.691176471,0.212374285,0.171351365,0.094349167,0.078842714,0.113136489,-0.78422619,0.287215461,0.084433319,-0.029185493,0.087220502,0.07529914,0.022033694,0.21171599,0.4090909090909091,1.5789473684210522,-2.647058824,-1.071428571,0.3181818181818181,0.8048245614035088,3.338235294117647,0.2872023809523807
41,0.006958125,-0.13524823,0.026335432,0.013104406,1.9237804878048768,0.060611455,0.058906964,-0.046808697,0.026369002,0.013760431,0.5921052631578949,0.071154971,0.011228396,0.001491464,0.032473128,0.023119417,-0.004573171,0.060781627,0.017454816,-0.066611948,0.030241686,0.030536946,1.103682170542636,0.064156143,0.023637075,-0.061794353,0.028854812,0.0201303,0.115028958,0.064176049,1.3170731707317067,-0.157894737,-0.658536585,-0.697674419,0.6067073170731705,0.7500000000000002,0.6539634146341466,1.8013565891472867
42,0.016518569,0.045661223,0.031725336,0.020403934,0.5657894736842108,0.141418877,0.030920062,-0.085381436,0.038310805,0.01482921,1.1928571428571435,0.11624826,0.026280352,3.44E-18,0.034065142,0.02822719,1.036337209302327,0.096530836,0.098529817,-0.061203285,0.034803103,0.050926703,1.4797008547008563,0.084329373,0.0430622,-0.025230875,0.034726097,0.028596759,0.163077865,0.109631837,-0.947368421,0.1714285714285717,-0.418604651,-2.153846154,1.5131578947368418,1.0214285714285718,1.4549418604651168,3.633547008547009
43,0.01336558,-0.08801869,0.032291241,0.001776586,5.099702381,0.087864041,0.001604184,-0.103972077,0.029999833,0.014445061,1.1593749999999998,0.090931673,0.039353395,-0.148998661,0.0285329,-0.008265382,2.3472222222222223,0.087040937,0.012212051,-0.210500341,0.02844082,-0.013218198,2.140873015873016,0.065157096,0.016633802,-0.137872442,0.029816199,-0.001315483,0.313194444,0.082748437,1.4999999999999991,0,1,1.8571428571428568,3.599702380952381,1.1593749999999998,1.3472222222222223,0.2837301587301586
44,0.030808863,-0.110023362,0.031484784,0.011705788,0.9434523809523816,0.076668562,0.004121024,-0.125841874,0.024875928,0.006199056,-0.055894309,0.0654576,0.049651095,-0.099904109,0.026060405,0.009969497,-0.19140625,0.083060363,0.023383987,-0.04857987,0.025058705,0.023417501,0.5605158730158748,0.097193468,0.026991242,-0.096087304,0.026869955,0.012822961,0.066510598,0.080594998,0,-0.731707317,-0.75,-1,0.9434523809523816,0.6758130081300817,0.55859375,1.560515873015873
46,0.026265867,-0.060273668,0.025394812,-0.021034413,-1.123641304,0.104750755,0.009780558,-0.102403048,0.021809227,-0.037191753,0.1152482269503543,0.096572547,0.073963506,-0.093910733,0.028443134,-0.014641902,0.19140625,0.075629735,0.048441304,-0.062120397,0.02792944,-0.021790275,0.1313405797101463,0.058514294,0.039612809,-0.079676961,0.025894153,-0.023664586,0.004745799,0.083866833,0,0.7659574468085104,0.75,0.2608695652173924,-1.123641304,-0.65070922,-0.55859375,-0.129528986
47,0.008456598,-0.091945842,0.032730302,-0.0398107,-0.684659091,0.073233939,0.022589473,-0.193996836,0.028745514,-0.039574217,1.383928571,0.077424976,0.044668034,-0.08333765,0.032725533,-0.028121371,-1.037790698,0.097913469,0.016787523,-0.065049412,0.030099647,-0.006939678,-1.098684211,0.106653647,0.023125407,-0.108582435,0.031075249,-0.028611492,-0.009375646,0.088806508,-0.613636364,2.142857142857141,0.2093023255813939,-0.157894737,-0.071022727,-0.758928571,-1.247093023,-0.940789474
48,0.063494458,0.052311764,0.036220326,0.002277828,-0.099609375,0.097475138,0.090595747,0.02657933,0.033956098,-0.000727875,0.3131720430107534,0.111796422,0.049010042,0.024992673,0.041374596,0.004415732,-0.9,0.178309901,0.006340543,0.05885423,0.045162994,0.027397356,0.9900793650793658,0.209643471,0.052360197,0.040684499,0.039178503,0.00834076,0.064549731,0.149306233,-0.28125,-0.580645161,-0.9,-0.428571429,0.181640625,0.8938172043010755,0,1.4186507936507935
49,0.017160632,-0.004360401,0.034424139,0.0341472,1.8640625,0.075745373,0.028866985,-0.122791865,0.031332037,-0.006039307,2.390046296296295,0.08496721,0.023174179,-0.013081204,0.035420519,0.037927232,1.0562500000000012,0.087359694,0.080533141,0.012240657,0.035720051,0.051314199,0.9049145299145308,0.078730394,0.037433734,-0.031998203,0.034224186,0.029337331,0.184294872,0.081700668,-0.225,2.166666666666665,-1.8,-1.692307692,2.0890625,0.2233796296296295,2.85625,2.5972222222222223
50,0.021002543,-0.006392935,0.021794279,0.001325843,0.2833333333333333,0.067077306,0.001658071,-0.055136708,0.023448171,-0.021344634,1.116477272727272,0.073455051,0.053344295,-0.118452373,0.027860487,-0.014175972,1.704268292682927,0.05862406,0.060981783,-0.083824386,0.024709362,-0.019438442,0.8219696969696964,0.058927,0.034246673,-0.0659516,0.024453075,-0.013408301,0.144576866,0.064520854,-0.2,0.545454545,1.0975609756097562,1.363636363636363,0.4833333333333335,0.5710227272727271,0.6067073170731707,-0.541666667
51,0.039353032,-0.029692224,0.041111918,0.052414548,-0.570945946,0.103840177,0.074052144,-0.068558195,0.052298089,0.072361683,2.904569892473119,0.12348471,0.116240616,0.084362725,0.049148696,0.083166532,1.9476351351351369,0.128690742,0.051434134,0.138412286,0.052481847,0.075698788,-0.755787037,0.124733072,0.070269981,0.031131148,0.048760137,0.070910387,0.088891311,0.120187175,-0.486486486,-0.580645161,-2.432432432,-3.166666667,-0.084459459,3.485215053763441,4.380067567567568,2.4108796296296293
52,0.050591878,0.024968461,0.041109466,0.07173807,0.5937500000000009,0.119088839,0.033908624,-0.031740118,0.043688322,0.063824973,-0.198170732,0.104508295,0.069747114,-1.29E-17,0.049908033,0.056379164,2.577445652173916,0.088062317,0.064809922,0.043505816,0.043109955,0.067255553,0.9809782608695672,0.111135149,0.054764384,0.00918354,0.044453944,0.06479944,0.078286176,0.10569865,-2.25,-1.317073171,-2.347826087,-3.913043478,2.8437500000000004,1.1189024390243905,4.925271739130436,4.894021739130436
53,0.002665687,-0.018430232,0.040152246,0.070595423,1.7159090909090913,0.136751311,0.013890084,0.049046002,0.038314507,0.092035666,-0.384963768,0.163079098,0.021632389,-0.068823124,0.055701827,0.071932825,0.7007978723404271,0.101083943,0.025510807,-0.019329372,0.043245123,0.074243279,1.5620370370370384,0.096110406,0.015924742,-0.014384182,0.044353426,0.077201798,0.04483865,0.12425619,-1.022727273,-1.956521739,-2.680851064,-2.266666667,2.738636363636364,1.571557971014493,3.3816489361702136,3.828703703703704
54,0.020542918,-0.061395933,0.026101738,-0.006833354,3.6888020833333335,0.058867742,0.01841418,-0.111984967,0.019829525,-0.011490104,0.8220486111111102,0.066458935,0.079094605,-0.290189772,0.028026022,-0.018893173,0.7853260869565206,0.087063844,0.01841418,-0.059673203,0.017963106,-0.021680097,0.006076389,0.087582974,0.03411647,-0.130810969,0.022980098,-0.014724182,0.14673913,0.074993374,0.75,0.9999999999999992,1.173913043,0.875,2.938802083333333,-0.177951389,-0.388586957,-0.868923611
56,0.011570944,-0.055402556,0.025406278,-0.029946146,0.9934895833333336,0.070048278,0.024216293,-0.129040034,0.032491183,-0.021698027,0.6287037037037044,0.078347818,0.0680912,-0.173454982,0.034984921,-0.03754421,0.9707446808510618,0.092615063,0.02294155,-0.121123088,0.028209114,-0.038422892,-0.397727273,0.107709499,0.031704997,-0.119755165,0.030272874,-0.031902819,0.122744735,0.087180164,0.9375,0.2666666666666666,2.872340425531913,1.2272727272727266,0.055989583,0.3620370370370378,-1.901595745,-1.625
57,0.073001939,0.013202803,0.033552218,0.017099736,-0.057142857,0.075402784,0.076396987,0.03618611,0.041741516,0.014229664,0.3819444444444451,0.079976341,0.003435065,-0.04689531,0.037581261,0.026312237,1.6908783783783785,0.089534514,0.059862102,0.085793416,0.037809915,0.047822484,0.5466269841269864,0.129048865,0.053174023,0.022071755,0.037671228,0.02636603,0.080630631,0.093490626,-0.257142857,-2.2,0,-3,0.2000000000000006,2.581944444444445,1.6908783783783785,3.5466269841269846
58,0.062863125,-0.106710071,0.033856921,-0.000141225,3.161684782608696,0.104695287,0.04865962,-0.120234747,0.032886546,-0.011064401,0.1013257575757564,0.11598135,0.111738206,-0.138355141,0.041807207,-0.025030704,1.6644736842105257,0.067957228,0.075592971,-0.070955827,0.036642644,-0.010613156,2.9352836879432607,0.065343693,0.07471348,-0.109063947,0.036298329,-0.011712371,0.277829816,0.088494389,1.5652173913043472,1.9090909090909085,2.6052631578947363,2.8085106382978706,1.596467391304348,-1.807765152,-0.940789474,0.12677305
59,0.041271015,0.002634094,0.036861208,0.045957452,1.895348837209302,0.095012458,0.018715623,-0.029787374,0.030579114,0.037298959,0.1740740740740745,0.123918591,0.060459223,-0.014534671,0.031797058,0.044132565,1.8619791666666663,0.055372553,0.048952315,-0.007220283,0.028196072,0.044084565,1.3637152777777777,0.070492517,0.042349544,-0.012227059,0.031858363,0.042868385,0.138703165,0.08619903,-0.418604651,-0.666666667,0,-0.25,2.3139534883720927,0.8407407407407406,1.8619791666666663,1.6137152777777777
60,0.124208224,-0.201478918,0.042976945,0.051350358,2.130067567567567,0.116750799,0.048657808,-0.177121075,0.043805338,0.056246905,4.53452381,0.124165065,0.017313117,-0.089277545,0.051995716,0.088720617,2.108695652173914,0.111152841,0.012259838,-0.192527422,0.044861093,0.080420724,3.4767441860465125,0.099360408,0.050609747,-0.16510124,0.045909773,0.069184651,0.348575938,0.112857278,1.2162162162162158,0.5142857142857142,-1.760869565,-0.837209302,0.9138513513513512,4.020238095238096,3.8695652173913047,4.313953488372094
61,0.059384367,-0.05909606,0.0402956,0.040285341,0.8111111111111109,0.095892697,0.009118943,-0.036410362,0.037710526,0.042273247,2.2935606060606064,0.128244649,0.03901458,-0.115622726,0.04022829,0.044785829,2.442934782608696,0.094717059,0.046911143,-0.005532348,0.045309943,0.076664535,2.3365384615384635,0.120475402,0.038607258,-0.054165374,0.04088609,0.051002238,0.261424023,0.109832452,0,0.4090909090909091,0.195652174,-1.230769231,0.8111111111111109,1.8844696969696968,2.2472826086956528,3.5673076923076934
62,0.052679275,-0.162338233,0.029391871,0.001169877,0.6711309523809521,0.090928197,0.020965899,-0.111479315,0.032870688,-0.008822868,-0.514880952,0.09715157,0.03428859,-0.173434089,0.045155684,-0.006088716,3.3125,0.046230007,0.00683141,-0.109385074,0.037060479,0.010660579,0.8087121212121218,0.071639408,0.028691294,-0.139159178,0.03611968,-0.000770282,0.197910785,0.076487296,2.1428571428571423,-0.285714286,1.3695652173913038,-0.545454545,-1.47172619,-0.229166667,1.942934782608696,1.3541666666666667
63,0.053279285,-0.08036489,0.036731591,-0.015204379,-0.332880435,0.106582849,0.07839036,-0.180516431,0.034923564,-0.018925305,1.0959302325581408,0.112388619,0.101425234,-0.115712739,0.041892286,-0.011850929,0.9375,0.25569055,0.116407371,-0.148119457,0.037859763,-0.001797287,0.5465116279069768,0.241101829,0.087375563,-0.131178379,0.037851801,-0.011944475,0.152811131,0.178940962,-0.391304348,-0.837209302,0.9375,-1.11627907,0.058423913,1.933139534883722,0,1.662790697674419
64,0.013595178,-0.181985792,0.03767763,0.004993867,2.4082446808510647,0.076455055,0.005903281,-0.149810767,0.031223832,0.00404965,2.0928030303030303,0.084705128,0.112489752,-0.202437966,0.038015594,0.007364443,2.919836956521737,0.082543924,0.0426541,-0.110862343,0.032300094,0.020954736,0.968023256,0.089019327,0.043660578,-0.161274217,0.034804288,0.009340674,0.298597557,0.083180859,0.3829787234042552,0.4090909090909091,0.7826086956521721,-0.279069767,2.025265957446809,1.683712121212121,2.137228260869565,1.2470930232558142
65,0.01911323,0.033663286,0.07737084,0.066271279,3.0538194444444446,0.117935674,0.023947858,0.124245332,0.072921573,0.091675638,0.2708333333333326,0.110180034,0.113427349,0.165461452,0.075032348,0.099111139,0.8039772727272743,0.135087977,0.025729041,0.141742334,0.064417966,0.138878021,2.090090090090089,0.161296628,0.045554369,0.116278101,0.072435682,0.09898402,0.084606197,0.131125078,-1.75,0.3999999999999994,-2.659090909,-1.621621622,4.803819444444445,-0.129166667,3.4630681818181817,3.711711711711711
66,0.055433091,-0.075225275,0.035227241,0.053002329,1.703488372093025,0.066184075,0.027057784,0.023630018,0.032762186,0.039509607,2.7689393939393945,0.089214703,0.015534827,0.107326552,0.041156,0.067671356,1.758928571428573,0.075697693,0.079739228,0.017773005,0.035193737,0.047032834,0.5876068376068395,0.090095399,0.044441232,0.018376075,0.036084791,0.051804031,0.198908165,0.080297967,-0.627906977,-0.681818182,-2.571428571,-3.384615385,2.3313953488372103,3.450757575757576,4.330357142857143,3.972222222222223
68,0.151602524,-0.15279185,0.050176979,0.02005557,1.1160714285714282,0.152122387,0.058136434,-0.128600988,0.052379697,-0.000978548,2.3939393939393945,0.114494003,0.27860903,-0.208691924,0.051100883,-0.017448048,4.296195652173912,0.136509316,0.047216515,-0.237504542,0.056825943,-0.012385851,2.155,0.141438147,0.133891126,-0.181897326,0.052620876,-0.002689219,0.351340109,0.136140963,0.8571428571428568,1.0909090909090908,3.130434782608696,1.4399999999999995,0.2589285714285714,1.3030303030303034,1.1657608695652173,0.7150000000000003