pp_id,stim_tempo_intended,length,G,rhythmic_contours_edit_distance_sum,silhouette,tempo_diff_avg,tempo_diff_sd,tempo_diff_avg_abs,ratio_diff_avg_abs,entropy_diff_avg
1,400,4,0.0612849423569413,81,0.5585815865378208,8.838604577240924,104.1805906192469,71.36032528077988,0.06856892163401519,-0.06697738114002946
1,400,5,0.0612849423569413,124,0.5585815865378208,7.242690319424611,138.5250525599462,85.69451881379239,0.08052792666657642,-0.06502960037672528
1,600,4,0.083904809186542,81,0.5916197355477971,19.520610967979323,153.2519156007068,112.88921604711076,0.0666167410782082,-0.08512333796350204
1,600,5,0.083904809186542,136,0.5916197355477971,-32.17909234950777,131.43545627467063,103.19901707207093,0.06087428992587863,-0.11288671366581077
2,400,4,0.0562298910172479,30,0.6160635130206316,73.34015577918015,140.51205587815218,98.11245664904202,0.06156770090841105,-0.011270685862763336
2,400,5,0.0562298910172479,116,0.6160635130206316,72.87732882300945,117.95933410395708,103.00966376555387,0.07058359679465498,-0.05776226504666212
2,600,4,0.057173664383977,72,0.5620473045567025,50.47950238167629,130.83770019475955,106.1838704773488,0.05572355797077427,-0.06785697430614811
2,600,5,0.057173664383977,144,0.5620473045567025,51.12730145923543,120.37990136660571,104.49876510604709,0.06000709759489164,-0.07607712957365252
3,400,4,0.0050381511864986,33,0.6100156209206361,33.98427813321428,70.87889307908982,57.71735356841736,0.042265127115998606,0.06641320889537898
3,400,5,0.0050381511864986,84,0.6100156209206361,51.065489647786784,77.30411945793986,65.8232483990308,0.042468113097365714,-0.02363001751908905
3,600,4,0.033610466391665,75,0.5714906874213845,19.43713894800851,116.41460955349412,90.90719063545154,0.050388673478679154,-0.06406532109046296
3,600,5,0.033610466391665,112,0.5714906874213845,25.868194850524723,122.07475055177477,95.27903379343172,0.055277194545547775,-0.05776226504666212
4,400,4,0.0303970724841378,39,0.5500403462669369,-7.07612562875719,77.32254033192076,53.973132131026944,0.048581474651756794,-0.036481430555786586
4,400,5,0.0303970724841378,56,0.5500403462669369,7.275646269633514,81.30322717227139,59.85719225963826,0.04981216384149908,-0.047409574908157115
4,600,4,0.0235609424534143,39,0.540642730367117,-16.231167206776966,83.6799361141793,66.02194553414073,0.036506574985238245,-0.045082743451053356
4,600,5,0.0235609424534143,136,0.540642730367117,-49.56741687631733,118.27025663003677,98.64588291289861,0.0572068288535,-0.013639589320603128
5,400,4,0.0114378446879559,99,0.5772406322944192,-38.660303660303725,131.83733436619443,108.46185346185355,0.10054728671209832,-0.012489138388467477
5,400,5,0.0114378446879559,164,0.5772406322944192,-46.30782960495006,149.7563441764487,119.21480842455976,0.11622360753097416,-0.04332169878499659
5,600,4,0.0678818801902993,117,0.5394482819625059,-127.9130906971816,160.81860098867858,156.72454439499901,0.08901651137170213,0.052511150042420095
5,600,5,0.0678818801902993,248,0.5394482819625059,-117.80172996624987,171.68349394618778,166.64615199472112,0.0972701544274463,-0.004903671689518996
7,400,4,0.0431863960013845,63,0.6042152791254847,4.946257446257475,68.5469974923274,49.96879046879047,0.04520386011943257,-0.04495130065366007
7,400,5,0.0431863960013845,88,0.6042152791254847,14.707854318456437,81.7182568444533,61.818647103332935,0.059318281645241666,-0.03554600925948438
7,600,4,0.0410529374286393,105,0.5666512412213268,-21.290412486064685,105.00295327248244,84.00856389986828,0.05460609487310452,-0.12813064218092593
7,600,5,0.0410529374286393,124,0.5666512412213268,-34.30600701175982,102.6633653012963,81.196889402259,0.04793993473275478,-0.03381205758829002
8,400,4,0.0590588393696156,51,0.5742661369740614,3.5368696344305612,83.77100762744135,53.94877480243338,0.04552367736265601,-0.022541371725526668
8,400,5,0.0590588393696156,112,0.5742661369740614,13.841309479398488,90.11536850151647,66.28914641676424,0.057578171660186264,-0.06910343697029583
8,600,4,0.0661943391045646,75,0.5877248459510409,-30.767667292057588,110.76511366645444,87.1506339189266,0.04790024557896407,-0.0691155791617325
8,600,5,0.0661943391045646,152,0.5877248459510409,-29.66854153699708,163.40597844526047,105.07018178156926,0.060752715913476474,-0.044432511574355474
9,400,4,0.0052760412634645,33,0.5862396195831705,10.453379953379985,47.032338781424464,35.17495467495474,0.029150860578627518,-0.07188192983584617
9,400,5,0.0052760412634645,92,0.5862396195831705,8.87776653974298,45.99114480641445,36.55706780415128,0.029018585451540534,-0.17613053505175016
9,600,4,0.0115197981414272,24,0.5763346143044938,-8.802633536676085,57.93240231696268,41.326563507414626,0.02550808986660937,-0.1155725834031765
9,600,5,0.0115197981414272,88,0.5763346143044938,-9.286763142171425,78.70002596189815,60.82189838678645,0.03402766425023243,-0.03227885951193676
10,400,4,0.0460629904132527,60,0.5986066939279195,-0.6899260160129971,79.06006157693268,51.44446133576568,0.04922967035671822,-0.10803941955599998
10,400,5,0.0460629904132527,112,0.5986066939279195,12.824783049046422,87.54497707263033,58.75469737555755,0.04603064009592574,-0.10280249198237086
10,600,4,0.0738386837822493,102,0.6272896544083372,-25.767045454545464,104.68075841823462,81.86091686091689,0.0548507405091028,-0.11080511240456316
10,600,5,0.0738386837822493,164,0.6272896544083372,-20.804013781316254,109.36916049847054,80.61345246852146,0.058166000472622964,-0.18517879840736243
11,400,4,0.0399102425755916,180,0.6242302677159188,25.231067382230094,70.2289000842736,53.95633436331114,0.03783943161823314,-0.11557705347851162
11,400,5,0.0399102425755916,480,0.6242302677159188,49.26956454718534,101.13098656612057,73.79049072952274,0.05866734885874294,-0.1398494342418593
11,600,4,0.0193400949258001,258,0.5620251492991223,0.845682095682051,109.525442155939,77.19350094350096,0.04548347441671329,-0.0674699701340722
11,600,5,0.0193400949258001,448,0.5620251492991223,-1.1360754551404173,102.61718849146763,79.14098755057121,0.05074846286976566,-0.014918300819409674
12,400,4,0.0630726692056837,42,0.6131811353099714,-0.07365319865313771,53.14474984905785,41.0083203833204,0.03381394863013723,-0.14289525965270877
12,400,5,0.0630726692056837,64,0.6131811353099714,-0.12687410756777365,83.98437040805459,60.284747109219715,0.053666576166862524,-0.05096670445293716
12,600,4,0.0234190673610543,48,0.583751919131391,-34.274989716166225,92.66492055330289,76.07980255039084,0.04873422698602521,-0.13257985821184418
12,600,5,0.0234190673610543,108,0.583751919131391,-31.60444431223225,186.8151928443232,116.52785263319983,0.07716632624170358,0.09174006801528688
